id,title,language,author
489,"The Wonderful Adventures of Nils","English","Selma Lagerloef"
490,"The Girl Aviators  Motor Butterfly","English","Margaret Burnham"
491,"The Life of St  Mochuda of Lismore","English","Saint Mochuda"
492,"The Headsman","English","James Fenimore Cooper"
493,"After Waterloo: Reminiscences of European Travel 1815 1819","English","Major W  E Frye"
494,"Tamburlaine the Great  Part I ","English","Christopher Marlowe"
495,"Manners  Custom and Dress During the Middle Ages and During the Renaissance Period","English","Paul Lacroix"
496,"The Claim Jumpers","English","Stewart Edward White"
497,"Elusive Isabel","English","Jacques Futrelle"
498,"From a Bench in Our Square","English","Samuel Hopkins Adams"
499,"Lays of the Scottish Cavaliers and Other Poems","English","W E  Aytoun"
500,"Three Frenchmen in Bengal","English","S C  Hill"
501,"The Best American Humorous Short Stories","English","Various"
502,"The Stories of the Three Burglars","English","Frank Richard Stockton"
503,"The Romance of Zion Chapel  3d ed  ","English","Richard Le Gallienne"
504,"The Light of Western Stars","English","Zane Grey"
505,"The Mirror of Literature  Amusement  and Instruction","English","Various"
506,"A Compilation of the Messages and Papers of the Presidents  Volume","English","James D  Richardson"
507,"Punch  or the London Charivari  Vol  156  Jan  15  1919","English","Various"
508,"The Girl Aviators  Sky Cruise","English","Margaret Burnham"
509,"The Gospels in the Second Century","English","William Sanday"
510,"Indian speeches  1907 1909 ","English","John Morley  AKA Viscount Morley "
511,"The Love Affairs of Great Musicians  Volume 1","English","Rupert Hughes"
512,"An Unwilling Maid","English","Jeanie Gould Lincoln"
513,"The Visits of Elizabeth","English","Elinor Glyn"
514, , , 
515,"Vergil","English","Tenney Frank"
516,"Lawn Tennis for Ladies","English","Mrs  Lambert Chambers"
517,"Concerning Animals and Other Matters","English","E H  Aitken   AKA Edward Hamilton "
518,"The Grip of Desire","English","Hector France"
519,"Punch  or the London Charivari  Vol  156  Jan  1  1919","English","Various"
520,"The World Turned Upside Down","English","Anonymous"
521,"The Ghost Pirates","English","William Hope Hodgson"
522,"Four Weeks in the Trenches","English","Fritz Kreisler"
523,"A Century of Negro Migration","English","Carter G  Woodson"
524,"Ski running","English","Katharine Symonds Furse"
525,"Mrs  Warren s Profession","English","George Bernard Shaw"
526,"Pragmatism","English","D L  Murray"
527,"With the  Die Hards  in Siberia","English","John Ward"
528,"The Late Mrs  Null","English","Frank Richard Stockton"
529,"A Ride to India across Persia and Baluchistan","English","Harry De Windt"
530,"The Apricot Tree","English","Unknown"
531,"The Grizzly King","English","James Oliver Curwood"
532,"Hidden Creek","English","Katharine Newlin Burt"
533,"Footsteps on the Road to Learning ","English","Anonymous"
534,"The Turmoil","English","Booth Tarkington"
535,"Lady John Russell","English", 
536,"Child s New Story Book ","English","Anonymous"
537,"The Young Captives","English","Anonymous"
538,"Growth of the Soil","English","Knut Hamsun"
539,"The Infant System","English","Samuel Wilderspin"
540,"Frederick Douglass","English","Charles Waddell Chesnutt"
541,"The Adventures of Little Bewildered Henry","English","Anonymous"
542,"The Devil s Admiral","English","Frederick Ferdinand Moore"
543,"Our Saviour","English","Anonymous"
544,"The Riverman","English","Stewart Edward White"
545,"Selected Speeches on British Foreign Policy 1738 1914","English", 
546,"Dogs and All About Them","English","Robert Leighton"
547,"Cleopatra","English","Jacob Abbott"
548,"The World s Greatest Books  Volume V ","English","Arthur Mee and J A  Hammerton  Eds "
549,"The Good Resolution","English","Anonymous"
550,"Two Years Ago  Volume II ","English","Charles Kingsley"
551,"Whig Against Tory","English","Unknown"
552,"The World of Waters","English","Mrs  David Osborne"
553,"A Catechism of the Steam Engine","English","John Bourne"
554,"Tales of Bengal","English","S  B  Banerjea"
555,"Alice s Adventures in Wonderland","English","Lewis Carroll"
556,"Tess of the d Urbervilles","English","Thomas Hardy"
557, , , 
558,"Michelangelo s Shoulder","English","John Moncure Wetterau"
559,"Joe Burke s Last Stand","English","John Moncure Wetterau"
560,"O F","English","John Moncure Wetterau"
561,"The Book With The Yellow Cover","English","John Moncure Wetterau"
562,"Jemmy Stubbins  or The Nailer Boy","English","Unknown Author"
563,"Antwerp to Gallipoli","English","Arthur Ruhl"
564,"Labor s Martyrs","English","Vito Marcantonio"
565, , , 
566,"The Spectator  Volume 2 ","English","Addison and Steele"
567,"A Hilltop on the Marne","English","Mildred Aldrich"
568,"The Autobiography of an Ex Colored Man","English","James Weldon Johnson"
569,"Letters of a Traveller","English","William Cullen Bryant"
570,"Christmas in Legend and Story","English","Elva S  Smith"
571,"Pantheism  Its Story and Significance","English","J  Allanson Picton"
572,"The Port of Adventure","English","Charles Norris Williamson and Alice Muriel Williamson"
573,"Samuel F  B  Morse  His Letters and Journals","English","Samuel F  B  Morse"
574,"Samuel F  B  Morse  His Letters and Journals","English","Samuel F  B  Morse"
575,"Van Bibber and Others","English","Richard Harding Davis"
576, , , 
577,"Angels   Ministers","English","Laurence Housman"
578,"A Compilation of the Messages and Papers of the Presidents","English","James D  Richardson"
579,"Sowing and Reaping","English","Frances Ellen Watkins Harper"
580,"Gems of Poetry  for Girls and Boys","English","Unknown"
581,"Phaethon","English","Charles Kingsley"
582,"Literary and General Lectures and Essays","English","Charles Kingsley"
583,"Grimm s Fairy Stories","English","Jacob Grimm and Wilhelm Grimm"
584,"Philippine Folk Tales","English","Clara Kern Bayliss  Berton L  Maxfield  W  H  Millington "
585,"American Hero Myths","English","Daniel G  Brinton"
586,"King Richard III","English","William Shakespeare"
587,"Incidents in the Life of a Slave Girl","English","Harriet Jacobs  AKA Linda Brent "
588,"Samuel Johnson","English","Leslie Stephen"
589,"Wilson s Tales of the Borders and of Scotland  Vol  XXIII ","English","Various"
590,"The Angel Over the Right Shoulder","English","Elizabeth Wooster Stuart Phelps"
591,"A Compilation of the Messages and Papers of the Presidents","English","James D  Richardson"
592,"A Woman s Journey Round the World","English","Ida Pfeiffer"
593, , , 
594,"The Half Back","English","Ralph Henry Barbour"
595,"Midnight","English","Octavus Roy Cohen"
596,"The Existence of God","English","Francois de Salignac de La Mothe  Fenelon"
597,"The Ghost Ship","English","Richard Middleton"
598, , , 
599,"Taquisara","English","F  Marion Crawford"
600,"The Cruise of the Dazzler","English","Jack London"
601,"The Custom of the Country","English","Edith Wharton"
602,"Minnie s Sacrifice","English","Frances Ellen Watkins Harper"
603,"Poems  1786   Volume I ","English","Helen Maria Williams"
604,"Lord Dolphin","English","Harriet A  Cheever"
605,"Trial and Triumph","English","Frances Ellen Watkins Harper"
606,"The Wife of his Youth and Other Stories of the Color Line  and","English","Charles Waddell Chesnutt"
607,"Jack Archer","English","G  A  Henty"
608,"The Sylphs of the Season with Other Poems","English","Washington Allston"
609, , , 
610,"The Aspirations of Jean Servien","English","Anatole France"
611,"Atlantic Monthly Volume 6  No  34  August  1860","English","Various"
612,"The Dozen from Lakerim","English","Rupert Hughes"
613,"A Man of Mark","English","Anthony Hope"
614,"Andromeda and Other Poems","English","Charles Kingsley"
615,"Aunt Mary s Primer","English","Anonymous"
616,"Graf von Loeben and the Legend of Lorelei","English","Allen Wilson Porterfield"
617,"Reform Cookery Book  4th edition ","English","Mrs  Mill"
618,"The Spirit of the Age","English","William Hazlitt"
619,"Squinty the Comical Pig","English","Richard Barnum"
620, , , 
621,"The Illustrated Alphabet of Birds","English","Unknown"
622,"The Damned","English","Algernon Blackwood"
623,"Punch  or the London Charivari  Vol  153  Oct  24  1917","English","Various"
624,"Ebooks: Neither E  Nor Books","English","Cory Doctorow"
625,"What Dress Makes of Us","English","Dorothy Quigley"
626,"Essays in Rebellion","English","Henry W  Nevinson"
627, , , 
628,"The Orations of Marcus Tullius Cicero  Volume 4","English","Cicero"
629,"Old Saint Paul s","English","William Harrison Ainsworth"
630,"The Parables Of The Saviour","English","Anonymous"
631,"Sonny  A Christmas Guest","English","Ruth McEnery Stuart"
632,"M  or N   Similia similibus curantur  ","English","G J  Whyte Melville"
633,"A Surgeon in Belgium","English","Henry Sessions Souttar"
634,"Atlantic Monthly  Volume 6  Issue 35  September  1860","English","Various"
635,"Crabbe   George ","English","Alfred Ainger"
636,"The Education Of The Negro Prior To 1861","English","Carter Godwin Woodson"
637, , , 
638,"Industrial Progress and Human Economics","English","James Hartness"
639,"Poems","English","John L  Stoddard"
640,"The History Of Tom Thumb and Other Stories ","English","Anonymous"
641,"Trailin  ","English","Max Brand"
642,"Punch  or the London Charivari  Vol  156  March 12  1919","English","Various"
643,"Fun and Nonsense","English","Willard Bonte"
644,"Tales of Ind","English","T  Ramakrishna"
645,"Young Robin Hood","English","G  Manville Fenn"
646,"Happy and Gay Marching Away","English","Unknown"
647,"More Seeds of Knowledge  Or  Another Peep at Charles ","English","Julia Corner"
648,"Freckles","English","Gene Stratton Porter"
649, , , 
650,"History Of Modern Philosophy","English","Richard Falckenberg"
651,"Coleridge s Ancient Mariner and Select Poems","English","Samuel Taylor Coleridge"
652,"History of Negro Soldiers in the Spanish American War  and Other Items of Interest","English","Edward A  Johnson"
653,"Atlantic Monthly Volume 6  No  37  November  1860","English","Various"
654,"In Morocco","English","Edith Wharton"
655,"Jack Mason  The Old Sailor","English","Theodore Thinker"
656,"The Girl at Cobhurst","English","Frank Richard Stockton"
657,"Theobald  The Iron Hearted","English","Anonymous"
658,"Punch  or the London Charivari  Vol  156  Feb  12  1919","English","Various"
659, , , 
660,"A Countess from Canada","English","Bessie Marchant"
661,"Only An Irish Boy","English","Horatio Alger  Jr "
662,"The Mirror of Literature  Amusement  and Instruction  No  351","English","Various"
663,"Principal Cairns","English","John Cairns"
664,"Debate On Woman Suffrage In The Senate Of The United States ","English","Henry W  Blair  J E  Brown  J N  Dolph  G G  Vest  Geo  F  Hoar "
665,"Frank Merriwell at Yale","English","Burt L  Standish"
666,"The Wonderful Bed","English","Gertrude Knevels"
667,"Atlantic Monthly Volume 7  No  40  February  1861","English","Various"
668,"Atlantic Monthly Volume 7  No  39  January  1861","English","Various"
669,"Personal Memoirs Of A Residence Of Thirty Years With The Indian Tribes On The American Frontiers","English","Henry Rowe Schoolcraft"
670,"Romeo and Juliet","English","William Shakespeare"
671,"Hurrah for New England ","English","Louisa C  Tuthill"
672,"The Bracelets","English","Maria Edgeworth"
673,"Choice Specimens of American Literature  And Literary Reader","English","Benj  N  Martin"
674,"The German Classics of The Nineteenth and Twentieth Centuries ","English","Editor in Chief: Kuno Francke"
675,"Northumberland Yesterday and To day","English","Jean F  Terry"
676,"A Compilation of the Messages and Papers of the Presidents","English","James D  Richardson"
677,"Ten Girls from Dickens","English","Kate Dickinson Sweetser"
678,"The Case of Jennie Brice","English","Mary Roberts Rinehart"
679,"The Red Thumb Mark","English","R  Austin Freeman"
680,"No and Other Stories Compiled by Uncle Humphrey","English","Various"
681, , , 
682,"Punch  or the London Charivari  Vol  156  Jan  8  1919","English","Various"
683,"Atlantic Monthly  Volume 7  Issue 41  March  1861","English","Various"
684,"Monarch  The Big Bear of Tallac","English","Ernest Thompson Seton"
685,"A Discourse Upon The Origin And The Foundation Of","English","Jean Jacques Rousseau"
686,"Twenty Two Years a Slave  and Forty Years a Freeman","English","Austin Steward"
687,"Comic History of England","English","Bill Nye"
688, , , 
689,"Rollo at Play","English","Jacob Abbott"
690,"A Summer in Leslie Goldthwaite s Life ","English","Mrs  A  D  T  Whitney"
691,"Unitarianism","English","W G  Tarrant"
692,"Mary Marie","English","Eleanor H  Porter"
693,"Somewhere in France","English","Richard Harding Davis"
694,"The Discovery of Yellowstone Park","English","Nathaniel Pitt Langford"
695,"The Expedition of the Donner Party and its Tragic Fate","English","Eliza Poor Donner Houghton"
696,"Phebe  The Blackberry Girl","English","Edward Livermore"
697,"Aunt Harding s Keepsakes","English","Anonymous"
698,"Little Folded Hands","English","Anonymous"
699, , , 
700,"Gems Gathered in Haste","English","Anonymous"
701,"The Lost Trail","English","Edward S  Ellis"
702,"No Hero","English","E W  Hornung"
703,"Atlantic Monthly  Volume 8  Issue 45  July  1861","English","Various"
704,"Atlantic Monthly  Volume 7  Issue 42  April  1861","English","Various"
705,"Buddy And Brighteyes Pigg","English","Howard R  Garis"
706,"Atlantic Monthly  Vol  8  No  46  August  1861","English","Various"
707,"Atlantic Monthly  Vol  10  No  61  November  1862","English","Various"
708,"Atlantic Monthly  Vol  10  No  62  December  1862","English","Various"
709, , , 
710,"A Cotswold Village","English","J  Arthur Gibbs"
711,"Mary Wollaston","English","Henry Kitchell Webster"
712,"The Story of Little Black Mingo","English","Helen Bannerman"
713,"Potterism","English","Rose Macaulay"
714,"Rough and Tumble Engineering","English","James H  Maggard"
715,"Wild Wings","English","Margaret Rebecca Piper"
716,"For Gold or Soul ","English","Lurana W  Sheldon"
717,"Deccan Nursery Tales","English","Charles Augustus Kincaid"
718,"Lives of SS  Declan and Mochuda","English","Anonymous"
719,"Punch  or the London Charivari  Vol  153  Aug 15  1917","English","Various"
720, , , 
721,"Atlantic Monthly  Vol  7  No  43  May  1861","English","Various"
722,"Uncle Tom s Cabin  Young Folks  Edition","English","Harriet Beecher Stowe"
723,"Abraham Lincoln","English","John Drinkwater"
